name,type,data/description/value,data/description/chat,data/description/unidentified,data/source,data/activation/type,data/activation/cost,data/activation/condition,data/duration/value,data/duration/units,data/target/value,data/target/units,data/target/type,data/range/value,data/range/long,data/range/units,data/uses/value,data/uses/max,data/uses/per,data/consume/type,data/consume/target,data/consume/amount,data/ability,data/actionType,data/attackBonus,data/chatFlavor,data/critical,data/damage/versatile,data/formula,data/save/ability,data/save/dc,data/save/scaling,data/level,data/school,data/components/value,data/components/vocal,data/components/somatic,data/components/material,data/components/ritual,data/components/concentration,data/materials/value,data/materials/consumed,data/materials/cost,data/materials/supply,data/preparation/mode,data/preparation/prepared,data/scaling/mode,data/scaling/formula,data/img
Tree Stride,spell,"<p>You gain the ability to enter a tree and move from inside it to inside another tree of the same kind within 500 feet. Both trees must be living and at least the same size as you. You must use 5 feet of movement to enter a tree. You instantly know the location of all other trees of the same kind within 500 feet and, as part of the move used to enter the tree, can either pass into one of those trees or step out of the tree you’re in. You appear in a spot of your choice within 5 feet of the destination tree, using another 5 feet of movement. If you have no movement left, you appear within 5 feet of the tree you entered.</p><p>You can use this transportation ability once per round for the duration. You must end each turn outside a tree.</p> ",,,Rapazeada,action,1,,minute,1,,,,,,self,0,0,,,,,,,0,,,,,,,spell,5,con,,true,true,false,false,true,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Transport via Plants,spell,"<p>This spell creates a magical link between a Large or larger inanimate plant within range and another plant, at any distance, on the same plane of existence. You must have seen or touched the destination plant at least once before. For the duration, any creature can step into the target plant and exit from the destination plant by using 5 feet of movement.</p> ",,,Rapazeada,action,1,,round,1,,,,3,,ft,0,0,,,,,,,0,,,,,,,spell,6,con,,true,true,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Transmute Rock,spell,"<p>You choose an area of stone or mud that you can see that fits within a 40-foot cube and is within range, and choose one of the following effects.</p><ul><li><strong>Transmute Rock to Mud.</strong> Nonmagical rock of any sort in the area becomes an equal volume of thick, flowing mud that remains for the spell’s duration.</li><li>The ground in the spell’s area becomes muddy enough that creatures can sink into it. Each foot that a creature moves through the mud costs 4 feet of movement, and any creature on the ground when you cast the spell must make a Strength saving throw. A creature must also make the saving throw when it moves into the area for the first time on a turn or ends its turn there. On a failed save, a creature sinks into the mud and is restrained, though it can use an action to end the restrained condition on itself by pulling itself free of the mud.</li><li>If you cast the spell on a ceiling, the mud falls. Any creature under the mud when it falls must make a Dexterity saving throw. A creature takes 4d8 bludgeoning damage on a failed save, or half as much damage on a successful one.</li><li><strong>Transmute Mud to Rock.</strong> Nonmagical mud or quicksand in the area no more than 10 feet deep transforms into soft stone for the spell’s duration. Any creature in the mud when it transforms must make a Dexterity saving throw. On a successful save, a creature is shunted safely to the surface in an unoccupied space. On a failed save, a creature becomes restrained by the rock. A restrained creature, or another creature within reach, can use an action to try to break the rock by succeeding on a DC 20 Strength check or by dealing damage to it. The rock has AC 15 and 25 hit points, and it is immune to poison and psychic damage.</li></ul> ",,,Rapazeada,action,1,,special,,,,,36,,ft,0,0,,,,,,,0,,,,,,,spell,5,trs,,true,true,true,false,false,clay and water,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Tongues,spell,"<p>This spell grants the creature you touch the ability to understand any spoken language it hears. Moreover, when the target speaks, any creature that knows at least one language and can hear the target understands what it says.</p> ",,,Rapazeada,action,1,,hour,1,,,,,,touch,0,0,,,,,,,0,,,,,,,spell,3,div,,true,false,true,false,false,a small clay model of a ziggurat,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Toll the Dead,spell,"<p>You point at one creature you can see within range, and the sound of a dolorous bell fills the air around it for a moment. The target must succeed on a Wisdom saving throw or take 1d8 necrotic damage. If the target is missing any of its hit points, it instead takes 1d12 necrotic damage.</p> ",,,Rapazeada,action,1,,inst,,,,,18,,ft,0,0,,,,,,,0,,,,,,,spell,0,nec,,true,true,false,false,false,,false,0,,prepared,true,cantrip,,assets/Icons/Trade/EssenceEternalSmall.png
Tiny Servant,spell,"<p>You touch one Tiny, nonmagical object that isn’t attached to another object or a surface and isn’t being carried by another creature. The target animates and sprouts little arms and legs, becoming a creature under your control until the spell ends or the creature drops to 0 hit points. See the stat block for its statistics.</p><p>As a bonus action, you can mentally command the creature if it is within 120 feet of you. (If you control multiple creatures with this spell, you can command any or all of them at the same time, issuing the same command to each one.) You decide what action the creature will take and where it will move during its next turn, or you can issue a simple, general command, such as to fetch a key, stand watch, or stack some books. If you issue no commands, the servant does nothing other than defend itself against hostile creatures. Once given an order, the servant continues to follow that order until its task is complete.</p><p>When the creature drops to 0 hit points, it reverts to its original form, and any remaining damage carries over to that form.</p> ",,,Rapazeada,minute,1,,hour,8,,,,,,touch,0,0,,,,,,,0,,,,,,,spell,3,trs,,true,true,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Tiny Hut,spell,"<p>A 10-foot-radius immobile dome of force springs into existence around and above you and remains stationary for the duration. The spell ends if you leave its area.</p><p>Nine creatures of Medium size or smaller can fit inside the dome with you. The spell fails if its area includes a larger creature or more than nine creatures. Creatures and objects within the dome when you cast this spell can move through it freely. All other creatures and objects are barred from passing through it. Spells and other magical effects can’t extend through the dome or be cast through it. The atmosphere inside the space is comfortable and dry, regardless of the weather outside.</p><p>Until the spell ends, you can command the interior to become dimly lit or dark. The dome is opaque from the outside, of any color you choose, but it is transparent from the inside.</p> ",,,Rapazeada,minute,1,,hour,8,,,,,,self,0,0,,,,,,,0,,,,,,,spell,3,evo,,true,true,true,true,false,a small crystal bead,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Time Stop,spell,"<p>You briefly stop the flow of time for everyone but yourself. No time passes for other creatures, while you take 1d4 + 1 turns in a row, during which you can use actions and move as normal.</p><p>This spell ends if one of the actions you use during this period, or any effects that you create during this period, affects a creature other than you or an object being worn or carried by someone other than you. In addition, the spell ends if you move to a place more than 1,000 feet from the location where you cast it.</p> ",,,Rapazeada,action,1,,inst,,,,,,,self,0,0,,,,,,,0,,,,,,,spell,9,trs,,true,false,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Tidal Wave,spell,"<p>You conjure up a wave of water that crashes down on an area within range. The area can be up to 30 feet long, up to 10 feet wide, and up to 10 feet tall. Each creature in that area must make a Dexterity saving throw. On a failed save, a creature takes 4d8 bludgeoning damage and is knocked prone. On a successful save, a creature takes half as much damage and isn’t knocked prone. The water then spreads out across the ground in all directions, extinguishing unprotected flames in its area and within 30 feet of it, and then it vanishes.</p> ",,,Rapazeada,action,1,,inst,,,,,36,,ft,0,0,,,,,,,0,,,,,,,spell,3,con,,true,true,true,false,false,a drop of water,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Thunderwave,spell,"<p>A wave of thunderous force sweeps out from you. Each creature in a 15-foot cube originating from you must make a Constitution saving throw. On a failed save, a creature takes 2d8 thunder damage and is pushed 10 feet away from you. On a successful save, the creature takes half as much damage and isn’t pushed.</p><p>In addition, unsecured objects that are completely within the area of effect are automatically pushed 10 feet away from you by the spell’s effect, and the spell emits a thunderous boom audible out to 300 feet.</p> ",,,Rapazeada,action,1,,inst,,,,,,,self,0,0,,,,,,,0,,,,,,,spell,1,evo,,true,true,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Thunderous Smite,spell,"<p>The first time you hit with a melee weapon attack during this spell’s duration, your weapon rings with thunder that is audible within 300 feet of you, and the attack deals an extra 2d6 thunder damage to the target. Additionally, if the target is a creature, it must succeed on a Strength saving throw or be pushed 10 feet away from you and knocked prone.</p> ",,,Rapazeada,bonus,1,,minute,1,,,,,,self,0,0,,,,,,,0,,,,,,,spell,1,evo,,true,false,false,false,true,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Thunderclap,spell,"<p>You create a burst of thunderous sound that can be heard up to 100 feet away. Each creature within range, other than you, must succeed on a Constitution saving throw or take 1d6 thunder damage.</p> ",,,Rapazeada,action,1,,inst,,,,,1.5,,ft,0,0,,,,,,,0,,,,,,,spell,0,evo,,false,true,false,false,false,,false,0,,prepared,true,cantrip,,assets/Icons/Trade/EssenceEternalSmall.png
Thunder Step,spell,"<p>You teleport yourself to an unoccupied space you can see within range. Immediately after you disappear, a thunderous boom sounds, and each creature within 10 feet of the space you left must make a Constitution saving throw, taking 3d10 thunder damage on a failed save, or half as much damage on a successful one. The thunder can be heard from up to 300 feet away.</p><p>You can bring along objects as long as their weight doesn’t exceed what you can carry. You can also teleport one willing creature of your size or smaller who is carrying gear up to its carrying capacity. The creature must be within 5 feet of you when you cast this spell, and there must be an unoccupied space within 5 feet of your destination space for the creature to appear in; otherwise, the creature is left behind.</p> ",,,Rapazeada,action,1,,inst,,,,,27,,ft,0,0,,,,,,,0,,,,,,,spell,3,con,,true,false,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Thorn Whip,spell,"<p>You create a long, vine-like whip covered in thorns that lashes out at your command toward a creature in range. Make a melee spell attack against the target. If the attack hits, the creature takes 1d6 piercing damage, and if the creature is Large or smaller, you pull the creature up to 10 feet closer to you.</p> ",,,Rapazeada,action,1,,inst,,,,,9,,ft,0,0,,,,,,,0,,,,,,,spell,0,trs,,true,true,true,false,false,the stem of a plant with thorns,false,0,,prepared,true,cantrip,,assets/Icons/Trade/EssenceEternalSmall.png
Thaumaturgy,spell,"<p>You manifest a minor wonder, a sign of supernatural power, within range. You create one of the following magical effects within range:</p><ul><li>Your voice booms up to three times as loud as normal for 1 minute.</li><li>You cause flames to flicker, brighten, dim, or change color for 1 minute.</li><li>You cause harmless tremors in the ground for 1 minute.</li><li>You create an instantaneous sound that originates from a point of your choice within range, such as a rumble of thunder, the cry of a raven, or ominous whispers.</li><li>You instantaneously cause an unlocked door or window to fly open or slam shut.</li><li>You alter the appearance of your eyes for 1 minute.</li></ul><p>If you cast this spell multiple times, you can have up to three of its 1-minute effects active at a time, and you can dismiss such an effect as an action.</p> ",,,Rapazeada,action,1,,minute,1,,,,9,,ft,0,0,,,,,,,0,,,,,,,spell,0,trs,,true,false,false,false,false,,false,0,,prepared,true,cantrip,,assets/Icons/Trade/EssenceEternalSmall.png
Tenser’s Transformation,spell,"<p>You endow yourself with endurance and martial prowess fueled by magic. Until the spell ends, you can’t cast spells, and you gain the following benefits:</p><ul><li>You gain 50 temporary hit points. If any of these remain when the spell ends, they are lost.</li><li>You have advantage on attack rolls that you make with simple and martial weapons.</li><li>When you hit a target with a weapon attack, that target takes an extra 2d12 force damage.</li><li>You have proficiency with all armor, shields, simple weapons, and martial weapons.</li><li>You have proficiency in Strength and Constitution saving throws.</li><li>You can attack twice, instead of once, when you take the Attack action on your turn. You ignore this benefit if you already have a feature, like Extra Attack, that gives you extra attacks.</li></ul><p>Immediately after the spell ends, you must succeed on a DC 15 Constitution saving throw or suffer one level of exhaustion.</p> ",,,Rapazeada,action,1,,minute,10,,,,,,self,0,0,,,,,,,0,,,,,,,spell,6,trs,,true,true,true,false,true,a few hairs from a bull,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Temple of the Gods,spell,"<p>You cause a temple to shimmer into existence on ground you can see within range. The temple must fit within an unoccupied cube of space, up to 120 feet on each side. The temple remains until the spell ends. It is dedicated to whatever god, pantheon, or philosophy is represented by the holy symbol used in the casting.</p><p>You make all decisions about the temple’s appearance. The interior is enclosed by a floor, walls, and a roof, with one door granting access to the interior and as many windows as you wish. Only you and any creatures you designate when you cast the spell can open or close the door.</p><p>The temple’s interior is an open space with an idol or altar at one end. You decide whether the temple is illuminated and whether that illumination is bright light or dim light. The smell of burning incense fills the air within, and the temperature is mild.</p><p>The temple opposes types of creatures you choose when you cast this spell. Choose one or more of the following:celestials, elementals, fey, fiends, or undead. If a creature of the chosen type attempts to enter the temple, that creature must make a Charisma saving throw. On a failed save, it can’t enter the temple for 24 hours. Even if the creature can enter the temple, the magic there hinders it; whenever it makes an attack roll, an ability check, or a saving throw inside the temple, it must roll a d4 and subtract the number rolled from the d20 roll.</p><p>In addition, the sensors created by divination spells can’t appear inside the temple, and creatures within can’t be targeted by divination spells.</p><p>Finally, whenever any creature in the temple regains hit points from a spell of 1st level or higher, the creature regains additional hit points equal to your Wisdom modifier (minimum 1 hit point).</p><p>The temple is made from opaque magical force that extends into the Ethereal Plane, thus blocking ethereal travel into the temple’s interior. Nothing can physically pass through the temple’s exterior. It can’t be dispelled by dispel magic, and antimagic field has no effect on it. A disintegrate spell destroys the temple instantly.</p><p>Casting this spell on the same spot every day for a year makes this effect permanent.</p> ",,,Rapazeada,hour,1,,hour,24,,,,36,,ft,0,0,,,,,,,0,,,,,,,spell,7,con,,true,true,true,false,false,a holy symbol worth at least 5 gp,false,5,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Teleportation Circle,spell,"<p>As you cast the spell, you draw a 10-foot-diameter circle on the ground inscribed with sigils that link your location to a permanent teleportation circle of your choice whose sigil sequence you know and that is on the same plane of existence as you. A shimmering portal opens within the circle you drew and remains open until the end of your next turn. Any creature that enters the portal instantly appears within 5 feet of the destination circle or in the nearest unoccupied space if that space is occupied.</p><p>Many major temples, guilds, and other important places have permanent teleportation circles inscribed somewhere within their confines. Each such circle includes a unique sigil sequence–a string of magical runes arranged in a particular pattern. When you first gain the ability to cast this spell, you learn the sigil sequences for two destinations on the Material Plane, determined by the GM. You can learn additional sigil sequences during your adventures. You can commit a new sigil sequence to memory after studying it for 1 minute.</p><p>You can create a permanent teleportation circle by casting this spell in the same location every day for one year. You need not use the circle to teleport when you cast the spell in this way.</p> ",,,Rapazeada,minute,1,,round,1,,,,3,,ft,0,0,,,,,,,0,,,,,,,spell,5,con,,true,true,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Teleport,spell,"<p>This spell instantly transports you and up to eight willing creatures of your choice that you can see within range, or a single object that you can see within range, to a destination you select. If you target an object, it must be able to fit entirely inside a 10-foot cube, and it can’t be held or carried by an unwilling creature.</p><p>The destination you choose must be known to you, and it must be on the same plane of existence as you. Your familiarity with the destination determines whether you arrive there successfully. The GM rolls d100 and consults the table.</p><ul><li><strong>Permanent Circle<br /></strong><strong>On Target:</strong>01-100</li><li><strong>Associated Object<br /></strong><strong>On Target:</strong>01-100</li><li><strong>Very Familiar<br /></strong><strong>Mishap:</strong>01-05,<strong> Smiliar Area:</strong>06-13,<strong> Off Target:</strong> 14-24, <strong>On Target:</strong>25-100</li><li><strong>Seen Casually<br /></strong><strong>Mishap:</strong>01-33, <strong>Smiliar Area:</strong>34-43,<strong> Off Target:</strong>44-53,<strong> On Target:</strong>54-100</li><li><strong>Viewed Once<br /></strong><strong>Mishap:</strong>01-43,<strong> Smiliar Area:</strong>44-53,<strong> Off Target:</strong>54-73,<strong> On Target:</strong>74-100</li><li><strong>Description<br /></strong><strong>Mishap:</strong>01-43,<strong> Smiliar Area:</strong>44-53, <strong>Off Target:</strong>54-73,<strong> On Target:</strong>74-100</li><li><strong>False Destination<br /></strong><strong>Mishap:</strong>01-50, <strong>Smiliar Area:</strong>51-100</li></ul><ul>  </p><li><strong>Familiarity.</strong> “Permanent circle” means a permanent teleportation circle whose sigil sequence you know. “Associated object” means that you possess an object taken from the desired destination within the last six months, such as a book from a wizard’s library, bed linen from a royal suite, or a chunk of marble from a lich’s secret tomb.</li><li>“Very familiar” is a place you have been very often, a place you have carefully studied, or a place you can see when you cast the spell. “Seen casually” is someplace you have seen more than once but with which you aren’t very familiar. “Viewed once” is a place you have seen once, possibly using magic. “Description” is a place whose location and appearance you know through someone else’s description, perhaps from a map.</li><li>“False destination” is a place that doesn’t exist. Perhaps you tried to scry an enemy’s sanctum but instead viewed an illusion, or you are attempting to teleport to a familiar location that no longer exists.</li><li><strong>On Target.</strong> You and your group (or the target object) appear where you want to.</li><li><strong>Off Target.</strong> You and your group (or the target object) appear a random distance away from the destination in a random direction. Distance off target is 1d10 × 1d10 percent of the distance that was to be traveled. For example, if you tried to travel 120 miles, landed off target, and rolled a 5 and 3 on the two d10s, then you would be off target by 15 percent, or 18 miles. The GM determines the direction off target randomly by rolling a d8 and designating 1 as north, 2 as northeast, 3 as east, and so on around the points of the compass. If you were teleporting to a coastal city and wound up 18 miles out at sea, you could be in trouble.</li><li><strong>Similar Area.</strong> You and your group (or the target object) wind up in a different area that’s visually or thematically similar to the target area. If you are heading for your home laboratory, for example, you might wind up in another wizard’s laboratory or in an alchemical supply shop that has many of the same tools and implements as your laboratory. Generally, you appear in the closest similar place, but since the spell has no range limit, you could conceivably wind up anywhere on the plane.</li><li><strong>Mishap.</strong> The spell’s unpredictable magic results in a difficult journey. Each teleporting creature (or the target object) takes 3d10 force damage, and the GM rerolls on the table to see where you wind up (multiple mishaps can occur, dealing damage each time).</li></ul> ",,,Rapazeada,action,1,,inst,,,,,3,,ft,0,0,,,,,,,0,,,,,,,spell,7,con,,true,false,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Telepathy,spell,"<p>You create a telepathic link between yourself and a willing creature with which you are familiar. The creature can be anywhere on the same plane of existence as you. The spell ends if you or the target are no longer on the same plane.</p><p>Until the spell ends, you and the target can instantaneously share words, images, sounds, and other sensory messages with one another through the link, and the target recognizes you as the creature it is communicating with. The spell enables a creature with an Intelligence score of at least 1 to understand the meaning of your words and take in the scope of any sensory messages you send to it.</p> ",,,Rapazeada,action,1,,hour,24,,,,,,special,0,0,,,,,,,0,,,,,,,spell,8,evo,,true,true,true,false,false,a pair of linked silver rings,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Telepathic Bond,spell,"<p>You forge a telepathic link among up to eight willing creatures of your choice within range, psychically linking each creature to all the others for the duration. Creatures with Intelligence scores of 2 or less aren’t affected by this spell.</p><p>Until the spell ends, the targets can communicate telepathically through the bond whether or not they have a common language. The communication is possible over any distance, though it can’t extend to other planes of existence.</p> ",,,Rapazeada,action,1,,hour,1,,,,9,,ft,0,0,,,,,,,0,,,,,,,spell,5,div,,true,true,true,true,false,pieces of eggshell from two different kinds of creatures,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Telekinesis,spell,"<p>You gain the ability to move or manipulate creatures or objects by thought. When you cast the spell, and as your action each round for the duration, you can exert your will on one creature or object that you can see within range, causing the appropriate effect below. You can affect the same target round after round, or choose a new one at any time. If you switch targets, the prior target is no longer affected by the spell.</p><ul><li><strong>Creature.</strong> You can try to move a Huge or smaller creature. Make an ability check with your spellcasting ability contested by the creature’s Strength check. If you win the contest, you move the creature up to 30 feet in any direction, including upward but not beyond the range of this spell. Until the end of your next turn, the creature is restrained in your telekinetic grip. A creature lifted upward is suspended in mid-air.</li><li>On subsequent rounds, you can use your action to attempt to maintain your telekinetic grip on the creature by repeating the contest.</li><li><strong>Object.</strong> You can try to move an object that weighs up to 1,000 pounds. If the object isn’t being worn or carried, you automatically move it up to 30 feet in any direction, but not beyond the range of this spell.</li><li>If the object is worn or carried by a creature, you must make an ability check with your spellcasting ability contested by that creature’s Strength check. If you succeed, you pull the object away from that creature and can move it up to 30 feet in any direction but not beyond the range of this spell.</li><li>You can exert fine control on objects with your telekinetic grip, such as manipulating a simple tool, opening a door or a container, stowing or retrieving an item from an open container, or pouring the contents from a vial.</li></ul> ",,,Rapazeada,action,1,,minute,10,,,,18,,ft,0,0,,,,,,,0,,,,,,,spell,5,trs,,true,true,false,false,true,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Synaptic Static,spell,"<p>You choose a point within range and cause psychic energy to explode there. Each creature in a 20-foot-radius sphere centered on that point must make an Intelligence saving throw. A creature with an Intelligence score of 2 or lower can’t be affected by this spell. A target takes 8d6 psychic damage on a failed save, or half as much damage on a successful one.</p><p>After a failed save, a target has muddled thoughts for 1 minute. During that time, it rolls a d6 and subtracts the number rolled from all its attack rolls and ability checks, as well as its Constitution saving throws to maintain concentration. The target can make an Intelligence saving throw at the end of each of its turns, ending the effect on itself on a success.</p> ",,,Rapazeada,action,1,,inst,,,,,36,,ft,0,0,,,,,,,0,,,,,,,spell,5,enc,,true,true,false,false,false,,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Symbol,spell,"<p>When you cast this spell, you inscribe a harmful glyph either on a surface (such as a section of floor, a wall, or a table) or within an object that can be closed to conceal the glyph (such as a book, a scroll, or a treasure chest). If you choose a surface, the glyph can cover an area of the surface no larger than 10 feet in diameter. If you choose an object, that object must remain in its place; if the object is moved more than 10 feet from where you cast this spell, the glyph is broken, and the spell ends without being triggered.</p><p>The glyph is nearly invisible, requiring an Intelligence (Investigation) check against your spell save DC to find it.</p><p>You decide what triggers the glyph when you cast the spell. For glyphs inscribed on a surface, the most typical triggers include touching or stepping on the glyph, removing another object covering it, approaching within a certain distance of it, or manipulating the object that holds it. For glyphs inscribed within an object, the most common triggers are opening the object, approaching within a certain distance of it, or seeing or reading the glyph.</p><p>You can further refine the trigger so the spell is activated only under certain circumstances or according to a creature’s physical characteristics (such as height or weight), or physical kind (for example, the ward could be set to affect hags or shapechangers). You can also specify creatures that don’t trigger the glyph, such as those who say a certain password.</p><p>When you inscribe the glyph, choose one of the options below for its effect. Once triggered, the glyph glows, filling a 60-foot-radius sphere with dim light for 10 minutes, after which time the spell ends. Each creature in the sphere when the glyph activates is targeted by its effect, as is a creature that enters the sphere for the first time on a turn or ends its turn there.</p><ul><li><strong>Death.</strong> Each target must make a Constitution saving throw, taking 10d10 necrotic damage on a failed save, or half as much damage on a successful save.</li><li><strong>Discord.</strong> Each target must make a Constitution saving throw. On a failed save, a target bickers and argues with other creatures for 1 minute. During this time, it is incapable of meaningful communication and has disadvantage on attack rolls and ability checks.</li><li><strong>Fear.</strong> Each target must make a Wisdom saving throw and becomes frightened for 1 minute on a failed save. While frightened, the target drops whatever it is holding and must move at least 30 feet away from the glyph on each of its turns, if able.</li><li><strong>Hopelessness.</strong> Each target must make a Charisma saving throw. On a failed save, the target is overwhelmed with despair for 1 minute. During this time, it can’t attack or target any creature with harmful abilities, spells, or other magical effects.</li><li><strong>Insanity.</strong> Each target must make an Intelligence saving throw. On a failed save, the target is driven insane for 1 minute. An insane creature can’t take actions, can’t understand what other creatures say, can’t read, and speaks only in gibberish. The GM controls its movement, which is erratic.</li><li><strong>Pain.</strong> Each target must make a Constitution saving throw and becomes incapacitated with excruciating pain for 1 minute on a failed save.</li><li><strong>Sleep.</strong> Each target must make a Wisdom saving throw and falls unconscious for 10 minutes on a failed save. A creature awakens if it takes damage or if someone uses an action to shake or slap it awake.</li><li><strong>Stunning.</strong> Each target must make a Wisdom saving throw and becomes stunned for 1 minute on a failed save.</li></ul> ",,,Rapazeada,minute,1,,special,,,,,,,touch,0,0,,,,,,,0,,,,,,,spell,7,abj,,true,true,true,false,false,"mercury, phosphorus, and powdered diamond and opal with a total value of at least 1,000 gp, which the spell consumes",true,1000,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Sword Burst,spell,"<p>You create a momentary circle of spectral blades that sweep around you. Each creature within range, other than you, must succeed on a Dexterity saving throw or take 1d6 force damage.</p> ",,,Rapazeada,action,1,,inst,,,,,1.5,,ft,0,0,,,,,,,0,,,,,,,spell,0,con,,true,false,false,false,false,,false,0,,prepared,true,cantrip,,assets/Icons/Trade/EssenceEternalSmall.png
Swift Quiver,spell,"<p>You transmute your quiver so it produces an endless supply of nonmagical ammunition, which seems to leap into your hand when you reach for it.</p><p>On each of your turns until the spell ends, you can use a bonus action to make two attacks with a weapon that uses ammunition from the quiver. Each time you make such a ranged attack, your quiver magically replaces the piece of ammunition you used with a similar piece of nonmagical ammunition. Any pieces of ammunition created by this spell disintegrate when the spell ends. If the quiver leaves your possession, the spell ends.</p> ",,,Rapazeada,bonus,1,,minute,1,,,,,,touch,0,0,,,,,,,0,,,,,,,spell,5,trs,,true,true,true,false,true,a quiver containing at least one piece of ammunition,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Sunburst,spell,"<p>Brilliant sunlight flashes in a 60-foot radius centered on a point you choose within range. Each creature in that light must make a Constitution saving throw. On a failed save, a creature takes 12d6 radiant damage and is blinded for 1 minute. On a successful save, it takes half as much damage and isn’t blinded by this spell. Undead and oozes have disadvantage on this saving throw.</p><p>A creature blinded by this spell makes another Constitution saving throw at the end of each of its turns. On a successful save, it is no longer blinded.</p><p>This spell dispels any darkness in its area that was created by a spell.</p> ",,,Rapazeada,action,1,,inst,,,,,45,,ft,0,0,,,,,,,0,,,,,,,spell,8,evo,,true,true,true,false,false,fire and a piece of sunstone,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Sunbeam,spell,"<p>A beam of brilliant light flashes out from your hand in a 5-foot-wide, 60-foot-long line. Each creature in the line must make a Constitution saving throw. On a failed save, a creature takes 6d8 radiant damage and is blinded until your next turn. On a successful save, it takes half as much damage and isn’t blinded by this spell. Undead and oozes have disadvantage on this saving throw.</p><p>You can create a new line of radiance as your action on any turn until the spell ends.</p><p>For the duration, a mote of brilliant radiance shines in your hand. It sheds bright light in a 30-foot radius and dim light for an additional 30 feet. This light is sunlight.</p> ",,,Rapazeada,action,1,,minute,1,,,,,,self,0,0,,,,,,,0,,,,,,,spell,6,evo,,true,true,true,false,true,a magnifying glass,false,0,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
Summon Lesser Demons,spell,"<p>You utter foul words, summoning demons from the chaos of the Abyss. Roll on the following table to determine what appears.</p><ul><li><strong>1-2.</strong> Two demons of challange rating 1 or lower</li><li><strong>3-4</strong><strong>.</strong> Four demons of challange rating 1/2 or lower</li><li><strong>5-6.</strong> Eight demons of challange rating 1/4 or lower</li></ul><p>The DM chooses the demons, such as manes or dretches, and you choose the unoccupied spaces you can see within range where they appear. A summoned demon disappears when it drops to 0 hit points or when the spell ends.</p><p>The demons are hostile to all creatures, including you. Roll initiative for the summoned demons as a group, which has its own turns. The demons pursue and attack the nearest non-demons to the best of their ability.</p><p>As part of casting the spell, you can form a circle on the ground with the blood used as a material component. The circle is large enough to encompass your space. While the spell lasts, the summoned demons can’t cross the circle or harm it, and they can’t target anyone within it. Using the material component in this manner consumes it when the spell ends.</p> ",,,Rapazeada,action,1,,hour,1,,,,18,,ft,0,0,,,,,,,0,,,,,,,spell,3,con,,true,true,true,false,true,a vial of blood from a humanoid killed within the past 24 hours,false,24,,prepared,true,level,,assets/Icons/Trade/EssenceEternalSmall.png
